keyboard_name,keyboard_size,keyboard_type,user,audio_file,key_pressed,keyboard_material,switch_type,PCA_Feature_A,PCA_Feature_B,cluster
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_t_1720063326_Brian.wav,t,aluminum,Linear,4.9670897,0.44917086,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_j_1720064120_Brian.wav,j,aluminum,Linear,3.2356417,0.11475066,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_]_1720063684_Brian.wav,],aluminum,Linear,4.5506897,0.07559609,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_3_1720062141_Brian.wav,3,aluminum,Linear,4.929384,0.7415042,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_k_1720064149_Brian.wav,k,aluminum,Linear,4.181663,0.46707672,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_c_1720064431_Brian.wav,c,aluminum,Linear,4.18849,0.42765278,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_-_1720062804_Brian.wav,-,aluminum,Linear,3.554243,0.71974957,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_s_1720063814_Brian.wav,s,aluminum,Linear,5.245047,0.42050424,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_w_1720063123_Brian.wav,w,aluminum,Linear,4.4095087,0.81655836,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_q_1720063064_Brian.wav,q,aluminum,Linear,4.9341965,0.61180425,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_=_1720062966_Brian.wav,=,aluminum,Linear,4.5231414,0.953541,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_apost_1720064300_Brian.wav,apost,aluminum,Linear,3.9300225,0.23670435,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_d_1720063853_Brian.wav,d,aluminum,Linear,3.9849992,0.18544881,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_c_1720064415_Brian.wav,c,aluminum,Linear,4.574883,0.22869365,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_y_1720063368_Brian.wav,y,aluminum,Linear,4.368885,0.5945409,0
keychronq3,80%_Tenkeyless,mechanical,Brian,"key_press_,_1720064771_Brian.wav",",",aluminum,Linear,3.5437906,-0.3815585,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_8_1720062581_Brian.wav,8,aluminum,Linear,5.1103377,0.8936687,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_[_1720063559_Brian.wav,[,aluminum,Linear,4.009425,0.44866294,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_[_1720063556_Brian.wav,[,aluminum,Linear,4.3166647,0.29931122,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_k_1720064153_Brian.wav,k,aluminum,Linear,4.339631,0.49700436,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_bcksl_1720063721_Brian.wav,bcksl,aluminum,Linear,4.6447425,0.40687513,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_c_1720064421_Brian.wav,c,aluminum,Linear,4.565462,0.5054161,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_h_1720063992_Brian.wav,h,aluminum,Linear,4.352155,-0.074966446,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_i_1720063447_Brian.wav,i,aluminum,Linear,4.6735168,0.6157898,0
keychronq3,80%_Tenkeyless,mechanical,Brian,"key_press_,_1720064739_Brian.wav",",",aluminum,Linear,3.6066287,-0.13820477,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_d_1720063863_Brian.wav,d,aluminum,Linear,5.144252,0.46409518,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_-_1720062780_Brian.wav,-,aluminum,Linear,3.7228165,0.8226294,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_u_1720063404_Brian.wav,u,aluminum,Linear,5.0706325,0.5850402,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_space_1720064864_Brian.wav,space,aluminum,Linear,4.0139093,-0.26044637,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_m_1720064726_Brian.wav,m,aluminum,Linear,3.9561448,-0.006963628,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_e_1720063199_Brian.wav,e,aluminum,Linear,4.202874,0.24397779,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_2_1720061901_Brian.wav,2,aluminum,Linear,4.619814,0.4590613,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_z_1720064353_Brian.wav,z,aluminum,Linear,4.1176085,0.43459782,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_`_1720061762_Brian.wav,`,aluminum,Linear,4.224146,0.3130624,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_i_1720063444_Brian.wav,i,aluminum,Linear,4.4176974,0.8327012,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_h_1720063980_Brian.wav,h,aluminum,Linear,4.31754,0.013561241,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_bcksl_1720063710_Brian.wav,bcksl,aluminum,Linear,5.1784253,0.280806,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_6_1720062430_Brian.wav,6,aluminum,Linear,4.9947596,0.14760135,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_]_1720063681_Brian.wav,],aluminum,Linear,4.3620315,-0.00520297,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_1_1720061876_Brian.wav,1,aluminum,Linear,4.2139916,0.25320733,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_c_1720064442_Brian.wav,c,aluminum,Linear,4.0696898,0.510974,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_x_1720064387_Brian.wav,x,aluminum,Linear,3.8872807,0.5564326,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_a_1720063751_Brian.wav,a,aluminum,Linear,3.8369703,0.50930095,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_v_1720066656_Brian.wav,v,aluminum,Linear,7.8769855,1.2408327,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_2_1720061908_Brian.wav,2,aluminum,Linear,4.513216,0.5302607,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_v_1720066663_Brian.wav,v,aluminum,Linear,8.076743,1.4122666,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_s_1720063804_Brian.wav,s,aluminum,Linear,4.966485,0.13674095,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_8_1720062606_Brian.wav,8,aluminum,Linear,4.600275,0.016216068,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_6_1720062413_Brian.wav,6,aluminum,Linear,5.3401384,0.16627006,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_8_1720062610_Brian.wav,8,aluminum,Linear,5.02885,0.19820128,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_q_1720063067_Brian.wav,q,aluminum,Linear,4.83339,0.65231466,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_7_1720062466_Brian.wav,7,aluminum,Linear,4.506965,0.050854035,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_7_1720062442_Brian.wav,7,aluminum,Linear,4.5665646,-0.3319319,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_v_1720066636_Brian.wav,v,aluminum,Linear,7.5984654,0.5372092,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_6_1720062427_Brian.wav,6,aluminum,Linear,3.9640555,0.2780897,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_i_1720063434_Brian.wav,i,aluminum,Linear,4.996076,0.69470054,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_0_1720062686_Brian.wav,0,aluminum,Linear,2.7114491,0.4188768,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_a_1720063761_Brian.wav,a,aluminum,Linear,5.5061584,0.51374304,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_a_1720063770_Brian.wav,a,aluminum,Linear,5.2809186,0.712628,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_fwdsl_1720064831_Brian.wav,fwdsl,aluminum,Linear,3.7888796,-0.22098465,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_m_1720064707_Brian.wav,m,aluminum,Linear,4.3164725,0.07926252,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_o_1720063496_Brian.wav,o,aluminum,Linear,4.3625526,0.358887,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_1_1720061868_Brian.wav,1,aluminum,Linear,4.530467,0.459425,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_3_1720062145_Brian.wav,3,aluminum,Linear,3.9181795,-0.026477242,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_[_1720063585_Brian.wav,[,aluminum,Linear,4.274204,0.35774863,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_bcksl_1720063724_Brian.wav,bcksl,aluminum,Linear,4.185584,0.62871784,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_y_1720063375_Brian.wav,y,aluminum,Linear,4.762115,0.96621794,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_p_1720063531_Brian.wav,p,aluminum,Linear,3.8735433,0.15922089,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_f_1720063897_Brian.wav,f,aluminum,Linear,4.012533,0.46602535,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_3_1720062136_Brian.wav,3,aluminum,Linear,4.820878,-0.49969783,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_x_1720064373_Brian.wav,x,aluminum,Linear,3.3588216,0.37349248,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_9_1720062630_Brian.wav,9,aluminum,Linear,4.3111563,0.20772718,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_5_1720062376_Brian.wav,5,aluminum,Linear,4.2016606,0.2620552,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_e_1720063202_Brian.wav,e,aluminum,Linear,4.823752,0.40549475,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_o_1720063502_Brian.wav,o,aluminum,Linear,4.045027,-0.0137276715,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_f_1720063904_Brian.wav,f,aluminum,Linear,4.224595,0.49160132,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_-_1720062793_Brian.wav,-,aluminum,Linear,3.3405242,0.75542,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_._1720064788_Brian.wav,.,aluminum,Linear,3.691333,0.3533091,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_a_1720063774_Brian.wav,a,aluminum,Linear,4.9047365,0.86239463,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_x_1720064380_Brian.wav,x,aluminum,Linear,3.8638792,0.5537611,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_o_1720063486_Brian.wav,o,aluminum,Linear,4.937597,0.32527986,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_;_1720064226_Brian.wav,;,aluminum,Linear,4.029095,0.02691001,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_o_1720063492_Brian.wav,o,aluminum,Linear,4.322816,0.016165746,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_d_1720063870_Brian.wav,d,aluminum,Linear,4.616828,0.6351077,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_s_1720063830_Brian.wav,s,aluminum,Linear,4.849878,0.5505155,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_j_1720064098_Brian.wav,j,aluminum,Linear,5.0010543,0.1580718,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_-_1720062800_Brian.wav,-,aluminum,Linear,3.639532,0.7508693,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_l_1720064200_Brian.wav,l,aluminum,Linear,4.0018535,0.49469605,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_3_1720062154_Brian.wav,3,aluminum,Linear,4.2144327,0.110511966,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_apost_1720064313_Brian.wav,apost,aluminum,Linear,4.395182,0.4970328,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_e_1720063184_Brian.wav,e,aluminum,Linear,4.7040195,0.41752923,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_=_1720062953_Brian.wav,=,aluminum,Linear,4.233461,1.0495644,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_a_1720063777_Brian.wav,a,aluminum,Linear,4.922197,0.829457,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_p_1720063528_Brian.wav,p,aluminum,Linear,4.139134,-0.05984276,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_g_1720063958_Brian.wav,g,aluminum,Linear,4.7356215,0.3080408,0
keychronq3,80%_Tenkeyless,mechanical,Brian,"key_press_,_1720064764_Brian.wav",",",aluminum,Linear,3.6955423,-0.06379849,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_1_1720061857_Brian.wav,1,aluminum,Linear,4.4768205,1.0563413,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_]_1720063664_Brian.wav,],aluminum,Linear,4.59355,0.35735315,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_5_1720062344_Brian.wav,5,aluminum,Linear,5.069192,0.3716568,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_b_1720064587_Brian.wav,b,aluminum,Linear,4.003752,0.10608307,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_k_1720064143_Brian.wav,k,aluminum,Linear,4.097834,0.32844505,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_h_1720063983_Brian.wav,h,aluminum,Linear,4.5159225,-0.012666949,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_3_1720062148_Brian.wav,3,aluminum,Linear,4.2753444,0.096765794,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_k_1720064166_Brian.wav,k,aluminum,Linear,4.2139974,0.49114606,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_i_1720063430_Brian.wav,i,aluminum,Linear,5.5944214,0.36108622,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_t_1720063319_Brian.wav,t,aluminum,Linear,4.0813727,0.48319203,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_8_1720062584_Brian.wav,8,aluminum,Linear,4.941174,0.36614662,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_1_1720061843_Brian.wav,1,aluminum,Linear,4.0792575,0.28477603,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_w_1720063126_Brian.wav,w,aluminum,Linear,4.918,0.57500494,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_n_1720064676_Brian.wav,n,aluminum,Linear,3.9726083,-0.09833358,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_6_1720062423_Brian.wav,6,aluminum,Linear,4.1340384,0.40221438,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_i_1720063458_Brian.wav,i,aluminum,Linear,4.68884,0.5919284,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_0_1720062665_Brian.wav,0,aluminum,Linear,5.0056143,-0.039646927,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_g_1720063955_Brian.wav,g,aluminum,Linear,4.4410934,0.33628246,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_b_1720064600_Brian.wav,b,aluminum,Linear,3.9508662,0.25571802,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_s_1720063824_Brian.wav,s,aluminum,Linear,4.5184374,0.47974396,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_bcksl_1720063734_Brian.wav,bcksl,aluminum,Linear,4.7396183,0.31457928,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_apost_1720064316_Brian.wav,apost,aluminum,Linear,3.7434294,0.2598074,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_6_1720062437_Brian.wav,6,aluminum,Linear,4.776983,0.22844662,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_z_1720064357_Brian.wav,z,aluminum,Linear,3.445067,0.51957375,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_h_1720064002_Brian.wav,h,aluminum,Linear,4.022532,0.06033903,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_g_1720063935_Brian.wav,g,aluminum,Linear,5.1584377,0.29572603,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_fwdsl_1720064849_Brian.wav,fwdsl,aluminum,Linear,3.8335605,0.035962794,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_bcksl_1720063727_Brian.wav,bcksl,aluminum,Linear,4.1173754,0.3386314,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_j_1720064116_Brian.wav,j,aluminum,Linear,4.058899,0.3110108,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_2_1720061915_Brian.wav,2,aluminum,Linear,4.559793,0.37480745,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_3_1720062161_Brian.wav,3,aluminum,Linear,4.8962846,0.14472653,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_m_1720064723_Brian.wav,m,aluminum,Linear,3.8182993,-0.11770385,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_7_1720062473_Brian.wav,7,aluminum,Linear,4.203044,0.90121055,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_4_1720062338_Brian.wav,4,aluminum,Linear,4.2651534,0.47798946,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_[_1720063582_Brian.wav,[,aluminum,Linear,4.1721153,0.04524988,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_m_1720064720_Brian.wav,m,aluminum,Linear,3.7646549,0.09919277,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_b_1720064594_Brian.wav,b,aluminum,Linear,3.393076,0.101271965,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_f_1720063907_Brian.wav,f,aluminum,Linear,4.511572,0.41946676,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_s_1720063808_Brian.wav,s,aluminum,Linear,5.087549,0.33826572,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_m_1720064716_Brian.wav,m,aluminum,Linear,3.2772171,-0.18921109,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_l_1720064190_Brian.wav,l,aluminum,Linear,4.2094016,0.34046885,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_m_1720064703_Brian.wav,m,aluminum,Linear,4.2434516,-0.20397535,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_d_1720063857_Brian.wav,d,aluminum,Linear,4.555468,0.58670723,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_8_1720062591_Brian.wav,8,aluminum,Linear,4.171607,0.40787244,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_;_1720064223_Brian.wav,;,aluminum,Linear,3.8779767,0.067982666,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_=_1720062960_Brian.wav,=,aluminum,Linear,4.994252,1.0328625,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_k_1720064170_Brian.wav,k,aluminum,Linear,3.9679828,0.35405192,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_q_1720063074_Brian.wav,q,aluminum,Linear,4.563312,0.7619472,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_f_1720063884_Brian.wav,f,aluminum,Linear,5.0627217,0.67535174,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_bcksl_1720063731_Brian.wav,bcksl,aluminum,Linear,4.2438803,0.5691797,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_w_1720063136_Brian.wav,w,aluminum,Linear,5.1767464,0.89931583,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_f_1720063890_Brian.wav,f,aluminum,Linear,4.758876,0.51739675,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_=_1720062976_Brian.wav,=,aluminum,Linear,4.56762,1.0255091,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_w_1720063143_Brian.wav,w,aluminum,Linear,4.483657,0.7387846,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_8_1720062598_Brian.wav,8,aluminum,Linear,3.8563707,0.30235192,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_5_1720062347_Brian.wav,5,aluminum,Linear,4.255572,0.3544373,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_`_1720061729_Brian.wav,`,aluminum,Linear,4.528607,0.50813043,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_f_1720063894_Brian.wav,f,aluminum,Linear,4.4159656,0.6867812,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_9_1720062659_Brian.wav,9,aluminum,Linear,4.195019,-0.11996018,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_bcksl_1720063707_Brian.wav,bcksl,aluminum,Linear,4.6865597,0.13238654,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_fwdsl_1720064835_Brian.wav,fwdsl,aluminum,Linear,3.422411,-0.123342805,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_m_1720064730_Brian.wav,m,aluminum,Linear,3.83473,0.03396895,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_o_1720063482_Brian.wav,o,aluminum,Linear,4.609103,0.0895207,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_t_1720063339_Brian.wav,t,aluminum,Linear,4.9498987,0.5970063,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_4_1720062311_Brian.wav,4,aluminum,Linear,4.7989435,0.27348325,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_6_1720062410_Brian.wav,6,aluminum,Linear,5.004059,0.2613846,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_-_1720062776_Brian.wav,-,aluminum,Linear,3.3219337,0.90315413,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_`_1720061750_Brian.wav,`,aluminum,Linear,4.269208,0.7329131,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_i_1720063461_Brian.wav,i,aluminum,Linear,4.8337946,0.51110166,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_n_1720064679_Brian.wav,n,aluminum,Linear,4.3570704,-0.0048031257,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_p_1720063525_Brian.wav,p,aluminum,Linear,4.355973,0.12149544,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_s_1720063811_Brian.wav,s,aluminum,Linear,5.6442056,0.4434918,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_t_1720063316_Brian.wav,t,aluminum,Linear,5.267562,0.38150245,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_p_1720063541_Brian.wav,p,aluminum,Linear,4.6182203,-0.18557696,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_=_1720062973_Brian.wav,=,aluminum,Linear,4.586726,1.1621711,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_d_1720063860_Brian.wav,d,aluminum,Linear,4.980279,0.41363302,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_x_1720064370_Brian.wav,x,aluminum,Linear,4.025001,-0.3850802,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_m_1720064700_Brian.wav,m,aluminum,Linear,4.1574073,-0.12488141,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_p_1720063534_Brian.wav,p,aluminum,Linear,4.537398,-0.115837105,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_space_1720064875_Brian.wav,space,aluminum,Linear,4.3447843,-0.06526875,0
keychronq3,80%_Tenkeyless,mechanical,Brian,"key_press_,_1720064768_Brian.wav",",",aluminum,Linear,3.260619,0.037487097,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_f_1720063911_Brian.wav,f,aluminum,Linear,4.618374,0.6334247,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_1_1720061854_Brian.wav,1,aluminum,Linear,3.8209255,0.9760937,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_g_1720063931_Brian.wav,g,aluminum,Linear,5.2344604,0.4452243,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_m_1720064713_Brian.wav,m,aluminum,Linear,3.4020426,-0.074857965,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_c_1720064428_Brian.wav,c,aluminum,Linear,4.20398,0.4030158,0
keychronq3,80%_Tenkeyless,mechanical,Brian,"key_press_,_1720064743_Brian.wav",",",aluminum,Linear,3.6919227,-0.18318585,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_8_1720062588_Brian.wav,8,aluminum,Linear,4.0548353,0.46983188,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_6_1720062420_Brian.wav,6,aluminum,Linear,4.065007,0.22949225,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_9_1720062644_Brian.wav,9,aluminum,Linear,5.139082,0.27207303,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_`_1720061769_Brian.wav,`,aluminum,Linear,4.3699965,0.49959496,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_s_1720063801_Brian.wav,s,aluminum,Linear,5.25111,0.047291797,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_e_1720063173_Brian.wav,e,aluminum,Linear,4.1124334,0.20035635,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_._1720064781_Brian.wav,.,aluminum,Linear,4.173722,-0.055697143,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_p_1720063538_Brian.wav,p,aluminum,Linear,4.5446296,-0.17195863,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_e_1720063191_Brian.wav,e,aluminum,Linear,4.669934,0.4070587,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_._1720064794_Brian.wav,.,aluminum,Linear,3.624647,0.14498238,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_s_1720063817_Brian.wav,s,aluminum,Linear,5.067871,0.23040223,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_3_1720062158_Brian.wav,3,aluminum,Linear,4.57503,0.068339504,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_l_1720064206_Brian.wav,l,aluminum,Linear,4.396951,0.24283524,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_l_1720064196_Brian.wav,l,aluminum,Linear,4.166793,0.3791828,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_v_1720066639_Brian.wav,v,aluminum,Linear,6.4936385,1.1432024,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_]_1720063690_Brian.wav,],aluminum,Linear,4.7983346,0.40466976,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_h_1720063972_Brian.wav,h,aluminum,Linear,4.0356026,-0.0524576,0
keychronq3,80%_Tenkeyless,mechanical,Brian,key_press_d_1720063867_Brian.wav,d,aluminum,Linear,5.1723533,0.2524213,0
